subject,list,trial,prime_given,prime_condition,target,state,state_RT,response,response_RT,accuracy,prompt,distance
81,ExpProc1,63,CLAP,phonological,Clay,dontknow,685,12345,782,0,Original last name of Muhammad Ali,3
81,ExpProc1,64,OSBORNE,both,Oswald,know,1996,Oswald,1791,1,Last name of JFK's assassin,6
81,ExpProc1,65,NEUTRALIZE,both,nullify,dontknow,1035,12345,583,0,Make of no use or value; cancel out,10
81,ExpProc1,66,BAKLAVA,phonological,Batista,dontknow,678,12345,726,0,Cuban president overthrown by Castro,6
81,ExpProc1,67,BALL,semantic,Garland,dontknow,1303,12345,458,0,Last name of actress who played Dorothy in Wizard of Oz,7
81,ExpProc1,68,CONSUME,semantic,deplete,dontknow,1165,12345,461,0,To empty of a principal substance; to exhaust the abundance of,7
81,ExpProc1,69,OPAQUE,both,obscure,dontknow,1694,12345,443,0,Not readily understood or clearly expressed,7
81,ExpProc1,70,INITIATE,both,instigate,dontknow,767,12345,597,0,"To goad or push forward; to incite someone to do something, especially something bad",9
81,ExpProc1,71,WAKE,unrelated,proposition,dontknow,1927,12345,429,0,Something offered for consideration or acceptance,11
81,ExpProc1,72,SARCASTIC,semantic,facetious,know,1263,sardonic,4156,0,Treating serious issues with deliberately inappropiate humor,9
81,ExpProc1,73,TROUT,unrelated,prophecy,dontknow,3040,12345,472,0,A prediction of what will happen in the future,8
81,ExpProc1,74,PROTOCOL,semantic,covenant,dontknow,2395,12345,297,0,A promise between God and humans,8
81,ExpProc1,75,RUNT,unrelated,paragon,know,1482,archetype,4638,0,A person or thing characterized as a perfect example of a particular quality,7
81,ExpProc1,76,HYPE,unrelated,panacea,dontknow,1972,12345,2209,0,A medicine which can cure any illness,7
81,ExpProc1,77,OPINIONATED,both,obstinate,dontknow,1087,12345,722,0,"Stubbornly refusing to change one's opinion or action, despite reason, arguments, or persuasion",11
81,ExpProc1,78,PUPPY,semantic,gosling,other,3236,gander,1430,0,A young goose,7
81,ExpProc1,79,BIZARRE,semantic,eccentric,dontknow,1240,12345,1189,0,Unconventional and slightly strange; deviating from an established or usual pattern or style,9
81,ExpProc1,80,INDIVIDUALISM,both,idiosyncrasy,dontknow,1544,12345,131,0,"A distinctive or peculiar feature or characteristic of an individual, place, or thing",13
81,ExpProc1,81,BELITTLE,semantic,denigrate,dontknow,1822,12345,1216,0,To criticize unfairly; to attack the reputation of,9
81,ExpProc1,82,NECK,unrelated,Wayne,dontknow,728,12345,278,0,Last name of Batman's secret identity,5
81,ExpProc1,83,HUM,unrelated,Thoreau,dontknow,498,12345,441,0,Last name of American transcendentalist known for Walden and Civil Disobedience,7
81,ExpProc1,84,WATCH,unrelated,Sicily,dontknow,819,12345,550,0,The largest Mediterranean island; the Italian island known for its archaelogical sites and major cities such as Palermo,6
81,ExpProc1,85,VOLT,unrelated,Skywalker,tipoftongue,2733,12345,975,0,Last name of Leia's brother and Darth Vader's son in Star Wars,9
81,ExpProc1,86,SALOMON,semantic,Hale,tipoftongue,1171,12345,1010,0,Last name of man known for saying I only regret that I have but one life to give for my country,7
81,ExpProc1,87,INIQUITOUS,both,injudicious,dontknow,1321,12345,915,0,Showing poor judgment; unwise,11
81,ExpProc1,88,COIN,unrelated,Prague,dontknow,1361,12345,202,0,Capital of Czechoslovakia,6
81,ExpProc1,89,CAMELBACK,phonological,chameleon,know,45,chameleon,4724,1,A small lizard with skin that changes color to match its surroundings,9
81,ExpProc1,90,CASTLE,phonological,Casablanca,dontknow,773,12345,474,0,Capital of Morocco and famous movie title,9
81,ExpProc1,91,JUMP,unrelated,Ottawa,other,1444,Ottawa,11963,1,Capital of Canada,6
81,ExpProc1,92,HIBISCUS,both,herbaceous,dontknow,1505,12345,229,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
81,ExpProc1,93,MENDEL,both,Mandela,dontknow,3296,12345,703,0,Last name of South African imprisoned for 27 years before becoming president,6
81,ExpProc1,94,CAVE,unrelated,Shaw,dontknow,681,12345,265,0,Last name of Irish author well known for Pygmalion and Man and Superman,4
81,ExpProc1,95,HEMATOMA,both,hemorrhage,other,5092,HEMHORRAGE,11199,0,"The escape of blood from vessels, including internal and external bleeding",10
81,ExpProc1,96,MINIMAL,both,meager,dontknow,1322,12345,909,0,"Lacking desirable qualities, as in richness or strength",7
81,ExpProc1,97,SPLIT,semantic,diverge,dontknow,1065,12345,1036,0,To extend in separate directions from a common point; to turn aside or deviate,7
81,ExpProc1,98,BERNSTEIN,semantic,Gershwin,dontknow,1105,12345,514,0,Last name of American composer most known for Rhapsody in Blue and An American in Paris,9
81,ExpProc1,99,HUNT,unrelated,precocious,dontknow,1079,12345,217,0,Having developed certain abilities or proclivities at an earlier age than usual,10
81,ExpProc1,100,HEAVE,both,hoist,dontknow,1069,12345,1000,0,To raise into position by means of a pulley,5
82,ExpProc2,1,UNCLE,unrelated,libel,dontknow,0,12345,10703,0,The illegal act of writing untrue things about someone,5
82,ExpProc2,2,FRAZIER,semantic,Clay,dontknow,10051,12345,4628,0,Original last name of Muhammad Ali,7
82,ExpProc2,3,WATTAGE,phonological,Watson,know,2227,Watson,3198,1,Last name of Sherlock Holmes' assistant and friend,6
82,ExpProc2,4,WAKE,phonological,Wayne,know,1395,Wayne,1835,1,Last name of Batman's secret identity,4
82,ExpProc2,5,HAMILTON,both,Hancock,know,1394,Hancock,2298,1,Last name of first man to sign the Declaration of Independence,7
82,ExpProc2,6,ORDINARY,semantic,banal,other,8936,ubiquitous,4776,0,Obvious or trite; commonplace,8
82,ExpProc2,7,DIFFIDENCE,both,deference,know,1462,deference,2099,1,Humble submission and respect,10
82,ExpProc2,8,KEY,unrelated,injudicious,tipoftongue,9342,reckless,8247,0,Showing poor judgment; unwise,11
82,ExpProc2,9,DRISCOLL,both,Dean,dontknow,2560,12345,1943,0,Last name of American actor known for his role in Rebel Without A Cause,7
82,ExpProc2,10,COMPATIBLE,both,congruent,know,7489,complementary,3113,0,Identical in form; coinciding exactly when superimposed,10
82,ExpProc2,11,ROBBERY,phonological,Robinson,know,1294,Ruth,1625,0,Last name of first African American Major League Baseball player,7
82,ExpProc2,12,STUPEFY,semantic,bewilder,other,3504,baffle,3296,0,To cause someone to become perplexed and confused,8
82,ExpProc2,13,SLIDE RULE,semantic,abacus,know,1156,abacus,7533,1,Instrument for performing calculations by sliding beads along rods or grooves,10
82,ExpProc2,14,RABAT,semantic,Casablanca,know,716,Casablanca,3035,1,Capital of Morocco and famous movie title,10
82,ExpProc2,15,DELETE,both,deplete,know,1854,deplete,2702,1,To empty of a principal substance; to exhaust the abundance of,7
82,ExpProc2,16,BRONTE,semantic,Alcott,dontknow,9583,12345,6241,0,Last name of author of Little Women,6
82,ExpProc2,17,FLUTE,unrelated,obstinate,dontknow,8871,12345,1032,0,"Stubbornly refusing to change one's opinion or action, despite reason, arguments, or persuasion",9
82,ExpProc2,18,SKYSCRAPER,phonological,Skywalker,know,609,Skywalker,2252,1,Last name of Leia's brother and Darth Vader's son in Star Wars,9
82,ExpProc2,19,STOCKBROKER,phonological,Stockholm,know,1296,Stockholm,3955,1,Capital of Sweden,10
82,ExpProc2,20,THORNY,phonological,Thoreau,tipoftongue,12839,12345,2665,0,Last name of American transcendentalist known for Walden and Civil Disobedience,6
82,ExpProc2,21,TARIFF,semantic,barter,know,1207,barter,1669,1,To trade by exchanging goods for other goods rather than money,6
82,ExpProc2,22,ILLUMINATE,both,elucidate,dontknow,11884,12345,1078,0,To make something clear; explain in detail,10
82,ExpProc2,23,DUBAI,both,Darfur,tipoftongue,13171,12345,0,0,Region in Sudan where guerilla conflict and possibly genocide began in 2003,5
82,ExpProc2,24,OTTER,phonological,Ottawa,know,825,Ottawa,2429,1,Capital of Canada,5
82,ExpProc2,25,TIP,phonological,tic,know,988,twitch,2169,0,"A habitual spastic motion of particular muscles, especially in the face",3
82,ExpProc2,26,REVEREND,phonological,Revere,know,1321,Revere,1692,1,Last name of American revolutionary known for his midnight ride,7
82,ExpProc2,27,SHIP,phonological,Shaw,dontknow,1063,12345,1290,0,Last name of Irish author well known for Pygmalion and Man and Superman,3
82,ExpProc2,28,DEMONIZE,both,denigrate,other,1937,slander,3143,0,To criticize unfairly; to attack the reputation of,9
82,ExpProc2,29,ROWLING,semantic,Carroll,dontknow,875,12345,942,0,Last name of author of Alice in Wonderland,7
82,ExpProc2,30,TURMERIC,phonological,tsunami,know,383,tsunami,2050,1,The proper name for a tidal	wave,8
82,ExpProc2,31,WINDOW,unrelated,hemorrhage,dontknow,4132,12345,687,0,"The escape of blood from vessels, including internal and external bleeding",10
82,ExpProc2,32,CUNNINGHAM,both,Cummings,dontknow,1465,12345,871,0,20th century American poet whose trademark was using only lowercase letters,9
82,ExpProc2,33,PANDA,phonological,panacea,know,4817,elixir,3572,0,A medicine which can cure any illness,7
82,ExpProc2,34,PROPOGATE,phonological,proposition,know,4858,proposition,2020,1,Something offered for consideration or acceptance,11
82,ExpProc2,35,FEVERISH,both,fervent,know,6385,feverish,1758,0,Having or displaying a passionate intensity,8
82,ExpProc2,36,FRANCO,semantic,Batista,dontknow,1295,12345,586,0,Cuban president overthrown by Castro,7
82,ExpProc2,37,DISCLAIM,both,default,dontknow,2619,12345,769,0,"To fail to act, to pay, or to appear for judgment in court",8
82,ExpProc2,38,FOREST,both,foliage,know,7463,brush,1632,0,"A cluster of leaves, buds, or branches",7
82,ExpProc2,39,PROFESSOR,phonological,prophecy,tipoftongue,11592,forecast,10245,0,A prediction of what will happen in the future,9
82,ExpProc2,40,SOFA,phonological,Seoul,know,1387,Seoul,1547,1,Capital of South Korea,4
82,ExpProc2,41,EPITAPH,both,epithet,know,2580,trait,1780,0,An adjective or phrase expressing a quality regarded as characteristic of the person or thing,7
82,ExpProc2,42,CASH,unrelated,Lindbergh,know,716,Lindbergh,3155,1,Last name of first person to fly solo nonstop across Atlantic,9
82,ExpProc2,43,YESTERDAY,phonological,Yellowstone,know,904,Yellowstone,2145,1,National park in which Old Faithful is located,10
82,ExpProc2,44,EPIDEMIOLOGY,both,embryology,know,7080,obstetrics,9191,0,The study of the developing fetus before birth,12
82,ExpProc2,45,BOGOTA,semantic,Caracas,dontknow,9416,12345,1390,0,Capital of Venezuela,7
82,ExpProc2,46,SAWYER,semantic,Clemens,tipoftongue,7536,12345,854,0,Original last name of Mark Twain,7
82,ExpProc2,47,COMMITMENT,both,covenant,dontknow,3998,12345,646,0,A promise between God and humans,10
82,ExpProc2,48,FORTUNATE,both,fortuitous,know,1664,fortune,2160,0,Happening by a lucky chance or by accident rather than by design,10
82,ExpProc2,49,IMAGE,unrelated,Nuremberg,dontknow,5986,12345,566,0,German city for which antisemitic laws were named,9
82,ExpProc2,50,EDISON,semantic,Carver,dontknow,811,12345,574,0,Last name of man credited with inventing peanut butter,6
82,ExpProc2,51,PLAIN,unrelated,nullify,dontknow,2651,12345,720,0,Make of no use or value; cancel out,7
82,ExpProc2,52,LEASH,unrelated,meager,dontknow,3728,12345,664,0,"Lacking desirable qualities, as in richness or strength",6
82,ExpProc2,53,BUMP,unrelated,Nairobi,know,4113,Nairobi,4612,1,Capital of Kenya,7
82,ExpProc2,54,KING,unrelated,mince,dontknow,4932,12345,747,0,To cut or chop food into very small pieces,5
82,ExpProc2,55,DIFFER,both,diverge,dontknow,2432,12345,661,0,To extend in separate directions from a common point; to turn aside or deviate,7
82,ExpProc2,56,TESTIMONIAL,semantic,accolade,know,8904,testament,4688,0,A ceremonial embrace; an award or expression of praise,11
82,ExpProc2,57,PRETENDING,phonological,pretentious,dontknow,3052,12345,652,0,Attempting to impress by affecting greater importance or talent than is actually possesssed,11
82,ExpProc2,58,PLUNGE,unrelated,Mandela,know,2539,Mandela,2100,1,Last name of South African imprisoned for 27 years before becoming president,7
82,ExpProc2,59,POLYGON,phonological,polygamy,know,538,polygamy,2168,1,The practice of having more than one spouse at the same time,8
82,ExpProc2,60,HYDE,both,Hale,dontknow,5327,12345,721,0,Last name of man known for saying I only regret that I have but one life to give for my country,3
82,ExpProc2,61,HEINOLA,both,Helsinki,know,1861,Helsinki,2549,1,Capital of Finland,7
82,ExpProc2,62,TRAIN,unrelated,O'Connor,dontknow,8362,12345,1085,0,Last name of first female US Supreme Court justice,8
82,ExpProc2,63,GECKO,semantic,chameleon,know,750,chameleon,2492,1,A small lizard with skin that changes color to match its surroundings,9
82,ExpProc2,64,ERRATIC,both,eccentric,dontknow,11457,12345,826,0,Unconventional and slightly strange; deviating from an established or usual pattern or style,9
82,ExpProc2,65,CASHEW,unrelated,Oswald,dontknow,3451,12345,693,0,Last name of JFK's assassin,6
82,ExpProc2,66,RESIGN,semantic,abdicate,dontknow,8365,12345,727,0,To formally renounce a throne,8
82,ExpProc2,67,ILL,unrelated,herbaceous,dontknow,1317,12345,512,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
82,ExpProc2,68,DONNE,both,Dante,know,312,Dante,1228,1,Italian poet known for writing The	Inferno,4
82,ExpProc2,69,CONDONE,semantic,advocate,dontknow,11558,12345,548,0,To plead the cause of another; to support or promote,8
82,ExpProc2,70,FAVORABLE,semantic,auspicious,dontknow,4444,12345,596,0,Showing or suggesting that future success is likely,10
82,ExpProc2,71,EQUATION,semantic,binomial,dontknow,14348,12345,1435,0,A mathematical expression consisting of two terms,8
82,ExpProc2,72,PUZZLE,semantic,anagram,dontknow,3519,12345,527,0,"Word made by changing the order of letters in another word; e.g. plum, lump",7
82,ExpProc2,73,SHRIMP,unrelated,omnipotent,know,12206,omnipotent,2941,1,Having unlimited power; able to do anything,10
82,ExpProc2,74,PARACHUTE,phonological,paragon,know,2121,paradigm,2304,0,A person or thing characterized as a perfect example of a particular quality,9
82,ExpProc2,75,REFUSE,semantic,abstain,know,6692,celibate,1856,0,To refrain deliberately and often with an effort of self-denial from an action or practice,7
82,ExpProc2,76,SKELETON,semantic,carcass,dontknow,2505,12345,588,0,"The complete remains of a dead animal, especially at a butcher's",8
82,ExpProc2,77,BRUSH,unrelated,instigate,dontknow,5574,12345,776,0,"To goad or push forward; to incite someone to do something, especially something bad",9
82,ExpProc2,78,PRAWN,phonological,Prague,dontknow,7626,12345,1149,0,Capital of Czechoslovakia,5
82,ExpProc2,79,GELDING,both,gosling,dontknow,3137,12345,646,0,A young goose,7
82,ExpProc2,80,RECALCULATE,phonological,recapitulate,other,10688,recapitulate,3820,1,Summarize and state again the main points of something,12
82,ExpProc2,81,LAOS,semantic,Bangkok,know,3628,Bangkok,4176,1,Capital of Thailand,7
82,ExpProc2,82,MILK,unrelated,ostentatious,dontknow,3465,12345,587,0,Characterized by vulgar or conspicuous display,12
82,ExpProc2,83,PRECURSOR,phonological,precocious,know,2832,prodigy,7687,0,Having developed certain abilities or proclivities at an earlier age than usual,10
82,ExpProc2,84,BUNCH,unrelated,Miller,dontknow,594,12345,661,0,Last name of the author of The Crucible,6
82,ExpProc2,85,SHADE,unrelated,hoist,dontknow,2730,12345,700,0,To raise into position by means of a pulley,5
82,ExpProc2,86,TASSLE,phonological,taciturn,know,4666,tacile,1771,0,"Saying little, reserved, uncommunicative",8
82,ExpProc2,87,GERHARDT,both,Gershwin,dontknow,1221,12345,515,0,Last name of American composer most known for Rhapsody in Blue and An American in Paris,7
82,ExpProc2,88,YELLOW,unrelated,interject,other,1868,interjection,2211,0,"To say something abruptly, especially as an aside or interruption",9
82,ExpProc2,89,FINGER,unrelated,idiosyncrasy,other,371,trait,1094,0,"A distinctive or peculiar feature or characteristic of an individual, place, or thing",12
82,ExpProc2,90,MISPLACEMENT,semantic,anachronism,know,2167,anachronological,4028,0,Something out of keeping with the time in which it exists,12
82,ExpProc2,91,HIMALAYAS,semantic,Andes,tipoftongue,4086,12345,4762,0,South America's largest mountain range,8
82,ExpProc2,92,GARNER,both,Garland,tipoftongue,9097,12345,738,0,Last name of actress who played Dorothy in Wizard of Oz,6
82,ExpProc2,93,JELLY,unrelated,monotony,dontknow,2365,12345,620,0,Tedious sameness of tone or sound,8
82,ExpProc2,94,DISTRIBUTION,semantic,allocation,dontknow,3689,12345,715,0,Portion set aside for a specific purpose or to particular persons or things,12
82,ExpProc2,95,QUAKE,phonological,Quayle,know,2900,Gore,1921,0,Last name of vice president of George H.W. Bush,5
82,ExpProc2,96,CANDLE,unrelated,loquacious,other,4743,candid,2277,0,Tending to talk much or freely; chatty,10
82,ExpProc2,97,FRIVOLOUS,both,facetious,dontknow,1780,12345,807,0,Treating serious issues with deliberately inappropiate humor,9
82,ExpProc2,98,LAZY,unrelated,obscure,other,7961,unclear,2330,0,Not readily understood or clearly expressed,7
82,ExpProc2,99,SIZZLE,phonological,Sicily,know,738,Sicily,2312,1,The largest Mediterranean island; the Italian island known for its archaelogical sites and major cities such as Palermo,5
82,ExpProc2,100,BANK,unrelated,ornithology,dontknow,2770,12345,667,0,Branch of zoology dealing with birds,11
83,ExpProc3,1,WILDE,semantic,Shaw,know,4164,12345,8359,0,Last name of Irish author well known for Pygmalion and Man and Superman,5
83,ExpProc3,2,EGG,unrelated,deplete,know,3269,empty,3853,0,To empty of a principal substance; to exhaust the abundance of,7
83,ExpProc3,3,TENNIS,unrelated,Dante,know,4245,Dante,2923,1,Italian poet known for writing The	Inferno,6
83,ExpProc3,4,OBSTRUCT,phonological,obscure,know,2699,abstract,2880,0,Not readily understood or clearly expressed,8
83,ExpProc3,5,APPLAUSE,both,accolade,tipoftongue,6238,12345,2673,0,A ceremonial embrace; an award or expression of praise,8
83,ExpProc3,6,CHEW,unrelated,Dean,other,5162,dean,3114,1,Last name of American actor known for his role in Rebel Without A Cause,4
83,ExpProc3,7,BOLIVAR,both,Batista,dontknow,1936,12345,1902,0,Cuban president overthrown by Castro,6
83,ExpProc3,8,LOCKET,phonological,loquacious,tipoftongue,10995,talkative,2708,0,Tending to talk much or freely; chatty,10
83,ExpProc3,9,BELGRADE,semantic,Prague,dontknow,2405,12345,586,0,Capital of Czechoslovakia,8
83,ExpProc3,10,CRACK,unrelated,epithet,tipoftongue,4401,12345,3403,0,An adjective or phrase expressing a quality regarded as characteristic of the person or thing,7
83,ExpProc3,11,IGLOO,unrelated,Hale,know,3386,henry,3190,0,Last name of man known for saying I	only	regret	that	I	have	but	one	life	to	give	for	my	country,5
83,ExpProc3,12,HOT,phonological,hoist,dontknow,13828,12345,1276,0,To raise into position by means of a pulley,5
83,ExpProc3,13,ADVANCE,both,advocate,know,1471,advance,2973,0,To plead the cause of another; to support or promote,8
83,ExpProc3,14,OBSTRETRICIAN,phonological,obstinate,know,3358,steadfast,3803,0,"Stubbornly refusing to change one's opinion or action, despite reason, arguments, or persuasion",13
83,ExpProc3,15,MONOGRAM,phonological,monotony,know,1407,monotone,2879,0,Tedious sameness of tone or sound,8
83,ExpProc3,16,FREEZE,unrelated,covenant,know,2814,covenant,5757,1,A promise between God and humans,8
83,ExpProc3,17,NARRATE,phonological,Nairobi,dontknow,2294,12345,1175,0,Capital of Kenya,6
83,ExpProc3,18,BANGALORE,both,Bangkok,dontknow,1776,12345,1147,0,Capital of Thailand,8
83,ExpProc3,19,OSMOSIS,phonological,Oswald,tipoftongue,3429,Oswald,9208,1,Last name of JFK's assassin,6
83,ExpProc3,20,CORSICA,semantic,Sicily,know,2245,12345,2704,0,The largest Mediterranean island; the Italian island known for its archaelogical sites and major cities such as Palermo,7
83,ExpProc3,21,HURRICANE,semantic,tsunami,tipoftongue,2874,12345,848,0,The proper name for a tidal	wave,9
83,ExpProc3,22,CLAYBORN,both,Clemens,tipoftongue,5968,12345,4957,0,Original last name of Mark Twain,7
83,ExpProc3,23,LAPSE,unrelated,fortuitous,know,6335,fortunate,4415,0,Happening by a lucky chance or by accident rather than by design,10
83,ExpProc3,24,ALLOTMENT,both,allocation,know,2503,allotment,3425,0,Portion set aside for a specific purpose or to particular persons or things,10
83,ExpProc3,25,ALARM,unrelated,deference,tipoftongue,3656,12345,2339,0,Humble submission and respect,9
83,ExpProc3,26,MANILA,phonological,Mandela,tipoftongue,6838,manila,2092,0,Last name of South African imprisoned for 27 years before becoming president,6
83,ExpProc3,27,NUMBING,phonological,nullify,other,1819,useless,1877,0,Make of no use or value; cancel out,7
83,ExpProc3,28,ADAMS,semantic,Revere,know,1338,Revere,5036,1,Last name of American revolutionary known for his midnight ride,6
83,ExpProc3,29,ORNATE,phonological,ornithology,tipoftongue,5695,12345,988,0,Branch of zoology dealing with birds,11
83,ExpProc3,30,RECOMMENDATION,semantic,proposition,tipoftongue,1757,offering,5328,0,Something offered for consideration or acceptance,14
83,ExpProc3,31,CARLISLE,both,Carver,tipoftongue,6220,carver,2568,1,Last name of man credited with inventing peanut butter,7
83,ExpProc3,32,ADVANTAGEOUS,both,auspicious,dontknow,2581,12345,493,0,Showing or suggesting that future success is likely,12
83,ExpProc3,33,NOISE,unrelated,elucidate,tipoftongue,3821,extrapolate,11275,0,To make something clear; explain in detail,9
83,ExpProc3,34,MARRIAGE,semantic,polygamy,know,1103,polygamy,3353,1,The practice of having more than one spouse at the same time,8
83,ExpProc3,35,COPENHAGEN,semantic,Stockholm,other,1578,Copenhagen,3172,0,Capital of Sweden,10
83,ExpProc3,36,ALPS,both,Andes,know,1212,Andes,3394,1,South America's largest mountain range,4
83,ExpProc3,37,PAWN,unrelated,facetious,dontknow,1794,12345,957,0,Treating serious issues with deliberately inappropiate humor,9
83,ExpProc3,38,AUSTEN,both,Alcott,know,1354,wilder,2179,0,Last name of author of Little Women,5
83,ExpProc3,39,OMNIVOROUS,phonological,omnipotent,tipoftongue,5455,12345,620,0,Having unlimited power; able to do anything,10
83,ExpProc3,40,RHINO,unrelated,denigrate,tipoftongue,6449,12345,2101,0,To criticize unfairly; to attack the reputation of,9
83,ExpProc3,41,BLAND,both,banal,know,1034,banal,1190,1,Obvious or trite; commonplace,5
83,ExpProc3,42,GLACIER,semantic,Yellowstone,tipoftongue,7185,Yellowstone,2772,1,National park in which Old Faithful is located,11
83,ExpProc3,43,KENT,semantic,Wayne,know,1012,Wayne,2953,1,Last name of Batman's secret identity,5
83,ExpProc3,44,KENOBI,semantic,Skywalker,know,1285,Skywalker,3281,1,Last name of Leia's brother and Darth Vader's son in Star Wars,9
83,ExpProc3,45,NIGHT,unrelated,embryology,other,2255,prenatal,4169,0,The study of the developing fetus before birth,10
83,ExpProc3,46,JERK,semantic,tic,other,2422,spasm,2259,0,"A habitual spastic motion of particular muscles, especially in the face",4
83,ExpProc3,47,EMERSON,semantic,Thoreau,know,2876,Emerson,2258,0,Last name of American transcendentalist known for Walden and Civil Disobedience,7
83,ExpProc3,48,DUCK,unrelated,fervent,tipoftongue,8162,12345,916,0,Having or displaying a passionate intensity,7
83,ExpProc3,49,LLAMA,unrelated,diverge,other,1423,diverge,1966,1,To extend in separate directions from a common point; to turn aside or deviate,7
83,ExpProc3,50,PRINT,unrelated,Darfur,other,7869,Sudan,1512,0,Region in Sudan where guerilla conflict and possibly genocide began in 2003,6
83,ExpProc3,51,POINT,unrelated,Cummings,dontknow,2769,12345,915,0,20th century American poet whose trademark was using only lowercase letters,8
83,ExpProc3,52,OKRA,phonological,O'Connor,know,1297,O'Connor,4196,1,Last name of first female US Supreme Court justice,7
83,ExpProc3,53,HEAD,unrelated,congruent,tipoftongue,6075,alike,2164,0,Identical in form; coinciding exactly when superimposed,9
83,ExpProc3,54,WRAP,unrelated,default,other,6336,truancy,2120,0,"To fail to act, to pay, or to appear for judgment in court",7
83,ExpProc3,55,SHOP,unrelated,Helsinki,dontknow,1628,12345,1044,0,Capital of Finland,8
83,ExpProc3,56,DISC,unrelated,Hancock,know,921,Hancock,3745,1,Last name of first man to sign the Declaration of Independence,7
83,ExpProc3,57,BEFUDDLE,both,bewilder,know,1280,befuddle,2900,0,To cause someone to become perplexed and confused,8
83,ExpProc3,58,VISION,semantic,prophecy,know,1090,prognostication,4180,0,A prediction of what will happen in the future,8
83,ExpProc3,59,BILATERAL,both,binomial,know,1396,equation,3884,0,A mathematical expression consisting of two terms,9
83,ExpProc3,60,OUTLINE,semantic,recapitulate,know,995,outline,1984,0,Summarize and state again the main points of something,12
83,ExpProc3,61,GAUDY,semantic,pretentious,other,2270,overstate,1792,0,Attempting to impress by affecting greater importance or talent than is actually possesssed,11
83,ExpProc3,62,HAPPY,unrelated,Gershwin,tipoftongue,1760,12345,948,0,Last name of American composer most known for Rhapsody in Blue and An American in Paris,8
83,ExpProc3,63,CLARK,both,Clay,dontknow,1170,12345,634,0,Original last name of Muhammad Ali,4
83,ExpProc3,64,CHRISTIE,both,Carroll,tipoftongue,1973,12345,737,0,Last name of author of Alice in Wonderland,7
83,ExpProc3,65,ABNORMALITY,both,anachronism,tipoftongue,8525,12345,5299,0,Something out of keeping with the time in which it exists,11
83,ExpProc3,66,CAMOFLAUGE,both,chameleon,know,898,chameleon,3939,1,A small lizard with skin that changes color to match its surroundings,10
83,ExpProc3,67,DOYLE,semantic,Watson,know,964,Watson,2378,1,Last name of Sherlock Holmes' assistant and friend,6
83,ExpProc3,68,MIRACLE,phonological,Miller,tipoftongue,2233,12345,1205,0,Last name of the author of The Crucible,6
83,ExpProc3,69,MONDALE,semantic,Quayle,know,6222,Herbert,5722,0,Last name of vice president of George H.W. Bush,7
83,ExpProc3,70,LINOLEUM,phonological,Lindbergh,know,9099,Lindbergh,3261,1,Last name of first person to fly solo nonstop across Atlantic,8
83,ExpProc3,71,WITHDRAWN,semantic,taciturn,other,1560,shy,1339,0,"Saying little, reserved, uncommunicative",9
83,ExpProc3,72,HOMEOWNER,phonological,hemorrhage,tipoftongue,5182,12345,813,0,"The escape of blood from vessels, including internal and external bleeding",10
83,ExpProc3,73,BEARD,unrelated,gosling,dontknow,2482,12345,469,0,A young goose,7
83,ExpProc3,74,MEANDER,phonological,meager,other,2019,meager,1373,1,"Lacking desirable qualities, as in richness or strength",7
83,ExpProc3,75,AVOID,both,abstain,know,2047,avoid,1738,0,To refrain deliberately and often with an effort of self-denial from an action or practice,7
83,ExpProc3,76,ASHE,semantic,Robinson,tipoftongue,1454,12345,837,0,Last name of first African American Major League Baseball player,8
83,ExpProc3,77,ADVANCED,semantic,precocious,other,1771,advanced,2335,0,Having developed certain abilities or proclivities at an earlier age than usual,10
83,ExpProc3,78,IDEAL,semantic,paragon,tipoftongue,3264,epitome,6280,0,A person or thing characterized as a perfect example of a particular quality,7
83,ExpProc3,79,KICK,unrelated,foliage,dontknow,1753,12345,1437,0,"A cluster of leaves, buds, or branches",7
83,ExpProc3,80,IMPLEMENT,phonological,interject,other,1803,bluntly,2373,0,"To say something abruptly, especially as an aside or interruption",9
83,ExpProc3,81,BARGAIN,both,barter,know,993,barter,1790,1,To trade by exchanging goods for other goods rather than money,7
83,ExpProc3,82,MICE,phonological,mince,know,1201,mince,1200,1,To cut or chop food into very small pieces,5
83,ExpProc3,83,ABANDON,both,abdicate,other,3983,abstain,1767,0,To formally renounce a throne,8
83,ExpProc3,84,NEUROSURGERY,phonological,Nuremberg,dontknow,2654,12345,995,0,German city for which antisemitic laws were named,11
83,ExpProc3,85,HARBINGER,phonological,herbaceous,dontknow,1387,12345,908,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
83,ExpProc3,86,ACRONYM,both,anagram,know,7172,acronym,2527,0,"Word made by changing the order of letters in another word; e.g. plum, lump",7
83,ExpProc3,87,TOKYO,semantic,Seoul,dontknow,2197,12345,1241,0,Capital of South Korea,5
83,ExpProc3,88,WRESTLE,unrelated,eccentric,know,2265,weird,2476,0,Unconventional and slightly strange; deviating from an established or usual pattern or style,9
83,ExpProc3,89,TORONTO,semantic,Ottawa,know,1710,Toronto,2076,0,Capital of Canada,6
